Datum;Tag;Monat;Jahr;Standort;Produkthauptgruppe;Produktgruppe;Menge
2003-08-24;24;8;2003;BY;Lebensmittel;Süsses;12
2003-08-25;25;8;2003;HS;Zeitschriften;Tageszeitung;10
2003-08-25;25;8;2003;HS;Schreibwaren;Papier;1
2003-08-26;26;8;2003;BW;Lebensmittel;Süsses;5
2003-08-26;26;8;2003;BY;Schreibwaren;Papier;4
2003-08-26;26;8;2003;HS;Lebensmittel;Gebäck;4
2003-08-26;26;8;2003;BW;Schreibwaren;Stifte;13
2003-08-26;26;8;2003;BW;Zeitschriften;Tageszeitung;13
2003-08-26;26;8;2003;HS;Zeitschriften;Magazin;1
2003-08-26;26;8;2003;HS;Lebensmittel;Gebäck;6
2003-08-26;26;8;2003;BY;Zeitschriften;Magazin;12
2003-08-27;27;8;2003;BW;Zeitschriften;Tageszeitung;10
2003-08-27;27;8;2003;HS;Lebensmittel;Gebäck;8
2003-08-27;27;8;2003;RP;Lebensmittel;Süsses;4
2003-08-27;27;8;2003;BW;Lebensmittel;Gebäck;4
2003-08-27;27;8;2003;BW;Schreibwaren;Stifte;9
2003-08-27;27;8;2003;HS;Schreibwaren;Papier;4
2003-08-27;27;8;2003;RP;Lebensmittel;Gebäck;7
2003-08-27;27;8;2003;RP;Lebensmittel;Gebäck;9
2003-08-27;27;8;2003;BW;Lebensmittel;Süsses;9
2003-08-27;27;8;2003;HS;Schreibwaren;Stifte;13
2003-08-28;28;8;2003;HS;Schreibwaren;Papier;1
2003-08-28;28;8;2003;BY;Lebensmittel;Süsses;11
2003-08-28;28;8;2003;BY;Schreibwaren;Stifte;7
2003-08-28;28;8;2003;RP;Zeitschriften;Magazin;1
2003-08-28;28;8;2003;BY;Schreibwaren;Stifte;9
2003-08-29;29;8;2003;BW;Schreibwaren;Papier;1
2003-08-29;29;8;2003;BY;Zeitschriften;Tageszeitung;8
2003-08-29;29;8;2003;BW;Lebensmittel;Süsses;9
2003-08-29;29;8;2003;BY;Lebensmittel;Gebäck;9
2003-08-29;29;8;2003;BW;Zeitschriften;Tageszeitung;8
2003-08-29;29;8;2003;BY;Schreibwaren;Papier;1
2003-08-29;29;8;2003;BW;Schreibwaren;Papier;5
2003-08-29;29;8;2003;HS;Lebensmittel;Gebäck;9
2003-08-30;30;8;2003;BW;Zeitschriften;Tageszeitung;2
2003-08-30;30;8;2003;BY;Schreibwaren;Stifte;5
2003-08-30;30;8;2003;BW;Lebensmittel;Gebäck;6
2003-08-30;30;8;2003;BW;Zeitschriften;Magazin;5
2003-08-31;31;8;2003;RP;Zeitschriften;Tageszeitung;4
2003-08-31;31;8;2003;BW;Schreibwaren;Stifte;9
2003-08-31;31;8;2003;RP;Zeitschriften;Tageszeitung;7
2003-08-31;31;8;2003;RP;Schreibwaren;Stifte;8
2003-09-01;1;9;2003;RP;Zeitschriften;Tageszeitung;12
2003-09-01;1;9;2003;BY;Zeitschriften;Magazin;5
2003-09-01;1;9;2003;HS;Lebensmittel;Gebäck;8
2003-09-02;2;9;2003;BW;Lebensmittel;Süsses;1
2003-09-02;2;9;2003;BY;Lebensmittel;Süsses;5
2003-09-02;2;9;2003;BY;Schreibwaren;Papier;8
2003-09-02;2;9;2003;BW;Schreibwaren;Stifte;1
2003-09-02;2;9;2003;RP;Zeitschriften;Tageszeitung;13
2003-09-02;2;9;2003;BW;Lebensmittel;Gebäck;10
2003-09-02;2;9;2003;BY;Lebensmittel;Gebäck;3
2003-09-02;2;9;2003;BY;Zeitschriften;Magazin;1
2003-09-02;2;9;2003;BW;Zeitschriften;Tageszeitung;2
2003-09-03;3;9;2003;BY;Lebensmittel;Süsses;9
2003-09-03;3;9;2003;RP;Lebensmittel;Süsses;1
2003-09-03;3;9;2003;BY;Lebensmittel;Süsses;12
2003-09-04;4;9;2003;HS;Lebensmittel;Süsses;10
2003-09-04;4;9;2003;BW;Zeitschriften;Magazin;2
2003-09-04;4;9;2003;HS;Lebensmittel;Süsses;5
2003-09-04;4;9;2003;BW;Schreibwaren;Papier;5
2003-09-04;4;9;2003;HS;Schreibwaren;Papier;4
2003-09-04;4;9;2003;RP;Schreibwaren;Stifte;8
2003-09-04;4;9;2003;RP;Lebensmittel;Süsses;3
2003-09-04;4;9;2003;BW;Schreibwaren;Stifte;5
2003-09-04;4;9;2003;HS;Lebensmittel;Gebäck;9
2003-09-05;5;9;2003;BW;Schreibwaren;Papier;2
2003-09-05;5;9;2003;RP;Zeitschriften;Magazin;3
2003-09-06;6;9;2003;HS;Schreibwaren;Stifte;3
2003-09-06;6;9;2003;RP;Lebensmittel;Süsses;13
2003-09-06;6;9;2003;BY;Schreibwaren;Stifte;5
2003-09-06;6;9;2003;HS;Schreibwaren;Stifte;5
2003-09-06;6;9;2003;BW;Lebensmittel;Gebäck;8
2003-09-07;7;9;2003;RP;Schreibwaren;Papier;6
2003-09-07;7;9;2003;RP;Lebensmittel;Gebäck;6
2003-09-07;7;9;2003;BW;Zeitschriften;Magazin;5
2003-09-07;7;9;2003;RP;Lebensmittel;Gebäck;10
2003-09-07;7;9;2003;BW;Schreibwaren;Papier;5
2003-09-07;7;9;2003;RP;Schreibwaren;Stifte;8
2003-09-07;7;9;2003;BY;Zeitschriften;Tageszeitung;9
2003-09-09;9;9;2003;BY;Lebensmittel;Süsses;12
2003-09-09;9;9;2003;BY;Schreibwaren;Papier;12
2003-09-09;9;9;2003;RP;Zeitschriften;Tageszeitung;12
2003-09-09;9;9;2003;BY;Lebensmittel;Süsses;12
2003-09-09;9;9;2003;BY;Zeitschriften;Magazin;12
2003-09-09;9;9;2003;HS;Zeitschriften;Tageszeitung;13
2003-09-09;9;9;2003;BW;Zeitschriften;Tageszeitung;11
2003-09-09;9;9;2003;RP;Zeitschriften;Tageszeitung;3
2003-09-10;10;9;2003;BW;Lebensmittel;Gebäck;5
2003-09-10;10;9;2003;HS;Schreibwaren;Stifte;13
2003-09-10;10;9;2003;RP;Schreibwaren;Papier;9
2003-09-11;11;9;2003;BY;Schreibwaren;Papier;2
2003-09-11;11;9;2003;BW;Schreibwaren;Stifte;11
2003-09-11;11;9;2003;BW;Schreibwaren;Papier;13
2003-09-11;11;9;2003;RP;Lebensmittel;Süsses;5
2003-09-12;12;9;2003;HS;Lebensmittel;Süsses;5
2003-09-12;12;9;2003;RP;Schreibwaren;Papier;13
2003-09-13;13;9;2003;HS;Lebensmittel;Gebäck;1
2003-09-13;13;9;2003;BY;Zeitschriften;Magazin;2
2003-09-13;13;9;2003;RP;Schreibwaren;Papier;10
2003-09-13;13;9;2003;RP;Zeitschriften;Magazin;13
2003-09-13;13;9;2003;RP;Zeitschriften;Magazin;11
2003-09-13;13;9;2003;BY;Schreibwaren;Stifte;8
2003-09-13;13;9;2003;BY;Schreibwaren;Papier;10
2003-09-13;13;9;2003;HS;Zeitschriften;Tageszeitung;4
2003-09-13;13;9;2003;BY;Zeitschriften;Magazin;12
2003-09-14;14;9;2003;BY;Lebensmittel;Süsses;8
2003-09-14;14;9;2003;HS;Lebensmittel;Gebäck;2
2003-09-14;14;9;2003;RP;Zeitschriften;Magazin;8
2003-09-14;14;9;2003;HS;Lebensmittel;Gebäck;12
2003-09-14;14;9;2003;RP;Lebensmittel;Süsses;13
2003-09-14;14;9;2003;BY;Lebensmittel;Süsses;7
2003-09-15;15;9;2003;RP;Lebensmittel;Süsses;6
2003-09-15;15;9;2003;BW;Schreibwaren;Papier;11
2003-09-15;15;9;2003;BY;Zeitschriften;Magazin;6
2003-09-15;15;9;2003;HS;Lebensmittel;Gebäck;6
2003-09-15;15;9;2003;BW;Schreibwaren;Stifte;9
2003-09-15;15;9;2003;BY;Schreibwaren;Papier;7
2003-09-15;15;9;2003;HS;Lebensmittel;Süsses;11
2003-09-15;15;9;2003;RP;Zeitschriften;Tageszeitung;1
2003-09-16;16;9;2003;HS;Schreibwaren;Papier;4
2003-09-16;16;9;2003;HS;Zeitschriften;Tageszeitung;4
2003-09-16;16;9;2003;BW;Lebensmittel;Süsses;3
2003-09-16;16;9;2003;BY;Schreibwaren;Papier;3
2003-09-16;16;9;2003;BW;Schreibwaren;Papier;11
2003-09-17;17;9;2003;BY;Schreibwaren;Stifte;1
2003-09-17;17;9;2003;RP;Zeitschriften;Tageszeitung;6
2003-09-17;17;9;2003;HS;Schreibwaren;Stifte;3
2003-09-17;17;9;2003;RP;Lebensmittel;Süsses;7
2003-09-17;17;9;2003;BW;Schreibwaren;Papier;1
2003-09-17;17;9;2003;HS;Lebensmittel;Gebäck;6
2003-09-17;17;9;2003;HS;Lebensmittel;Süsses;5
2003-09-17;17;9;2003;RP;Schreibwaren;Stifte;8
2003-09-18;18;9;2003;BW;Lebensmittel;Gebäck;2
2003-09-18;18;9;2003;BY;Lebensmittel;Gebäck;11
2003-09-18;18;9;2003;BW;Schreibwaren;Papier;8
2003-09-18;18;9;2003;BW;Zeitschriften;Magazin;13
2003-09-18;18;9;2003;BW;Schreibwaren;Papier;5
2003-09-18;18;9;2003;RP;Lebensmittel;Gebäck;3
2003-09-18;18;9;2003;HS;Lebensmittel;Gebäck;2
2003-09-19;19;9;2003;RP;Schreibwaren;Papier;5
2003-09-19;19;9;2003;BW;Schreibwaren;Papier;13
2003-09-19;19;9;2003;BY;Schreibwaren;Stifte;7
2003-09-19;19;9;2003;BY;Schreibwaren;Stifte;3
2003-09-19;19;9;2003;HS;Lebensmittel;Gebäck;5
2003-09-19;19;9;2003;BY;Lebensmittel;Gebäck;4
2003-09-19;19;9;2003;RP;Lebensmittel;Gebäck;4
2003-09-19;19;9;2003;BY;Zeitschriften;Tageszeitung;1
2003-09-19;19;9;2003;RP;Schreibwaren;Papier;10
2003-09-20;20;9;2003;RP;Schreibwaren;Stifte;9
2003-09-20;20;9;2003;BW;Schreibwaren;Papier;7
2003-09-20;20;9;2003;HS;Lebensmittel;Gebäck;10
2003-09-20;20;9;2003;HS;Lebensmittel;Gebäck;4
2003-09-20;20;9;2003;BY;Zeitschriften;Magazin;13
2003-09-20;20;9;2003;BY;Zeitschriften;Tageszeitung;3
2003-09-21;21;9;2003;BY;Lebensmittel;Süsses;1
2003-09-21;21;9;2003;BW;Lebensmittel;Gebäck;11
2003-09-21;21;9;2003;RP;Schreibwaren;Papier;3
2003-09-21;21;9;2003;BY;Schreibwaren;Papier;10
2003-09-22;22;9;2003;RP;Schreibwaren;Papier;9
2003-09-22;22;9;2003;HS;Schreibwaren;Papier;4
2003-09-22;22;9;2003;RP;Lebensmittel;Gebäck;5
2003-09-22;22;9;2003;RP;Zeitschriften;Tageszeitung;3
2003-09-22;22;9;2003;BY;Lebensmittel;Gebäck;4
2003-09-23;23;9;2003;BW;Schreibwaren;Papier;7
2003-09-23;23;9;2003;HS;Zeitschriften;Magazin;13
2003-09-23;23;9;2003;RP;Lebensmittel;Gebäck;7
2003-09-23;23;9;2003;BW;Zeitschriften;Tageszeitung;10
2003-09-24;24;9;2003;BW;Zeitschriften;Magazin;3
2003-09-24;24;9;2003;BY;Zeitschriften;Magazin;9
2003-09-24;24;9;2003;RP;Zeitschriften;Magazin;6
2003-09-24;24;9;2003;HS;Schreibwaren;Papier;7
2003-09-24;24;9;2003;HS;Lebensmittel;Gebäck;5
2003-09-24;24;9;2003;RP;Schreibwaren;Stifte;2
2003-09-24;24;9;2003;HS;Zeitschriften;Tageszeitung;9
2003-09-24;24;9;2003;BY;Schreibwaren;Stifte;9
2003-09-24;24;9;2003;BW;Zeitschriften;Magazin;1
2003-09-25;25;9;2003;RP;Lebensmittel;Gebäck;2
2003-09-25;25;9;2003;HS;Zeitschriften;Tageszeitung;12
2003-09-26;26;9;2003;BY;Schreibwaren;Stifte;2
2003-09-26;26;9;2003;HS;Zeitschriften;Tageszeitung;10
2003-09-26;26;9;2003;BW;Schreibwaren;Stifte;7
2003-09-27;27;9;2003;BY;Schreibwaren;Papier;11
2003-09-27;27;9;2003;BY;Schreibwaren;Stifte;8
2003-09-27;27;9;2003;HS;Zeitschriften;Magazin;3
2003-09-27;27;9;2003;RP;Zeitschriften;Magazin;7
2003-09-27;27;9;2003;BY;Lebensmittel;Gebäck;4
2003-09-27;27;9;2003;BW;Schreibwaren;Papier;10
2003-09-28;28;9;2003;BW;Zeitschriften;Tageszeitung;11
2003-09-28;28;9;2003;BW;Schreibwaren;Papier;4
2003-09-28;28;9;2003;RP;Lebensmittel;Süsses;6
2003-09-28;28;9;2003;BW;Lebensmittel;Süsses;11
2003-09-29;29;9;2003;BW;Schreibwaren;Papier;8
2003-09-29;29;9;2003;BW;Schreibwaren;Stifte;8
2003-09-29;29;9;2003;HS;Zeitschriften;Magazin;6
2003-09-29;29;9;2003;HS;Lebensmittel;Gebäck;5
2003-09-29;29;9;2003;BY;Schreibwaren;Papier;9
2003-09-29;29;9;2003;HS;Zeitschriften;Tageszeitung;10
2003-09-29;29;9;2003;BY;Schreibwaren;Papier;1
2003-09-30;30;9;2003;HS;Lebensmittel;Gebäck;11
2003-09-30;30;9;2003;BW;Schreibwaren;Papier;4
2003-09-30;30;9;2003;BW;Zeitschriften;Magazin;11
2003-09-30;30;9;2003;HS;Zeitschriften;Magazin;8
2003-10-01;1;10;2003;RP;Lebensmittel;Gebäck;4
2003-10-01;1;10;2003;BW;Schreibwaren;Papier;7
2003-10-02;2;10;2003;BW;Lebensmittel;Gebäck;12
2003-10-02;2;10;2003;HS;Lebensmittel;Süsses;6
2003-10-02;2;10;2003;BW;Lebensmittel;Süsses;10
2003-10-02;2;10;2003;RP;Lebensmittel;Gebäck;5
2003-10-02;2;10;2003;BW;Schreibwaren;Papier;10
2003-10-03;3;10;2003;RP;Lebensmittel;Süsses;4
2003-10-03;3;10;2003;BW;Schreibwaren;Papier;2
2003-10-03;3;10;2003;BW;Schreibwaren;Stifte;11
2003-10-03;3;10;2003;BY;Lebensmittel;Süsses;2
2003-10-03;3;10;2003;HS;Zeitschriften;Magazin;4
2003-10-03;3;10;2003;BW;Zeitschriften;Magazin;12
2003-10-04;4;10;2003;BW;Zeitschriften;Magazin;6
2003-10-04;4;10;2003;HS;Zeitschriften;Magazin;1
2003-10-04;4;10;2003;RP;Zeitschriften;Magazin;3
2003-10-04;4;10;2003;BY;Schreibwaren;Stifte;3
2003-10-04;4;10;2003;BY;Schreibwaren;Papier;5
2003-10-04;4;10;2003;HS;Zeitschriften;Tageszeitung;11
2003-10-04;4;10;2003;RP;Zeitschriften;Magazin;1
2003-10-04;4;10;2003;BW;Lebensmittel;Gebäck;1
2003-10-04;4;10;2003;HS;Schreibwaren;Stifte;5
2003-10-04;4;10;2003;BW;Lebensmittel;Süsses;10
2003-10-04;4;10;2003;BY;Schreibwaren;Stifte;13
2003-10-05;5;10;2003;RP;Schreibwaren;Stifte;3
2003-10-05;5;10;2003;BW;Schreibwaren;Papier;1
2003-10-05;5;10;2003;BY;Zeitschriften;Magazin;6
2003-10-05;5;10;2003;RP;Zeitschriften;Magazin;13
2003-10-05;5;10;2003;BW;Zeitschriften;Tageszeitung;11
2003-10-05;5;10;2003;HS;Zeitschriften;Tageszeitung;11
2003-10-06;6;10;2003;BY;Lebensmittel;Gebäck;8
2003-10-06;6;10;2003;BY;Zeitschriften;Magazin;11
2003-10-06;6;10;2003;BY;Lebensmittel;Süsses;6
2003-10-06;6;10;2003;HS;Zeitschriften;Magazin;8
2003-10-06;6;10;2003;BY;Schreibwaren;Papier;6
2003-10-06;6;10;2003;BW;Zeitschriften;Magazin;12
2003-10-06;6;10;2003;BW;Schreibwaren;Papier;12
2003-10-06;6;10;2003;RP;Schreibwaren;Stifte;2
2003-10-06;6;10;2003;BY;Schreibwaren;Stifte;12
2003-10-06;6;10;2003;HS;Zeitschriften;Magazin;6
2003-10-06;6;10;2003;HS;Zeitschriften;Tageszeitung;9
2003-10-07;7;10;2003;BY;Schreibwaren;Stifte;1
2003-10-07;7;10;2003;BY;Lebensmittel;Süsses;7
2003-10-07;7;10;2003;HS;Lebensmittel;Gebäck;12
2003-10-07;7;10;2003;BY;Zeitschriften;Tageszeitung;3
2003-10-08;8;10;2003;HS;Schreibwaren;Stifte;1
2003-10-08;8;10;2003;BW;Lebensmittel;Süsses;2
2003-10-08;8;10;2003;BW;Lebensmittel;Süsses;8
2003-10-08;8;10;2003;BW;Zeitschriften;Tageszeitung;6
2003-10-08;8;10;2003;BY;Zeitschriften;Magazin;6
2003-10-09;9;10;2003;HS;Schreibwaren;Stifte;8
2003-10-09;9;10;2003;BY;Schreibwaren;Papier;9
2003-10-09;9;10;2003;BY;Zeitschriften;Tageszeitung;3
2003-10-09;9;10;2003;BY;Lebensmittel;Gebäck;7
2003-10-10;10;10;2003;BY;Lebensmittel;Süsses;12
2003-10-10;10;10;2003;BY;Lebensmittel;Gebäck;10
2003-10-10;10;10;2003;BY;Schreibwaren;Stifte;10
2003-10-10;10;10;2003;RP;Schreibwaren;Stifte;6
2003-10-10;10;10;2003;BW;Zeitschriften;Tageszeitung;6
2003-10-10;10;10;2003;RP;Zeitschriften;Magazin;11
2003-10-11;11;10;2003;HS;Lebensmittel;Gebäck;3
2003-10-11;11;10;2003;RP;Lebensmittel;Gebäck;7
2003-10-11;11;10;2003;RP;Zeitschriften;Magazin;12
2003-10-11;11;10;2003;HS;Zeitschriften;Magazin;7
2003-10-12;12;10;2003;BY;Schreibwaren;Papier;12
2003-10-12;12;10;2003;BW;Zeitschriften;Tageszeitung;11
2003-10-12;12;10;2003;BY;Lebensmittel;Süsses;8
2003-10-12;12;10;2003;RP;Zeitschriften;Tageszeitung;6
2003-10-12;12;10;2003;BW;Lebensmittel;Süsses;5
2003-10-12;12;10;2003;BW;Zeitschriften;Tageszeitung;4
2003-10-13;13;10;2003;BY;Schreibwaren;Papier;10
2003-10-13;13;10;2003;HS;Lebensmittel;Süsses;10
2003-10-13;13;10;2003;RP;Zeitschriften;Tageszeitung;9
2003-10-13;13;10;2003;BY;Zeitschriften;Magazin;6
2003-10-13;13;10;2003;HS;Lebensmittel;Süsses;5
2003-10-13;13;10;2003;HS;Zeitschriften;Tageszeitung;7
2003-10-13;13;10;2003;BY;Zeitschriften;Magazin;7
2003-10-13;13;10;2003;BW;Schreibwaren;Papier;6
2003-10-14;14;10;2003;RP;Zeitschriften;Magazin;3
2003-10-14;14;10;2003;RP;Lebensmittel;Gebäck;1
2003-10-14;14;10;2003;BY;Schreibwaren;Stifte;5
2003-10-14;14;10;2003;HS;Lebensmittel;Gebäck;13
2003-10-14;14;10;2003;HS;Lebensmittel;Gebäck;3
2003-10-14;14;10;2003;BY;Zeitschriften;Magazin;11
2003-10-14;14;10;2003;BW;Lebensmittel;Süsses;1
2003-10-14;14;10;2003;HS;Schreibwaren;Papier;9
2003-10-15;15;10;2003;BY;Schreibwaren;Papier;7
2003-10-15;15;10;2003;BY;Schreibwaren;Papier;4
2003-10-15;15;10;2003;HS;Lebensmittel;Gebäck;5
2003-10-15;15;10;2003;BW;Zeitschriften;Tageszeitung;6
2003-10-15;15;10;2003;RP;Zeitschriften;Magazin;10
2003-10-16;16;10;2003;BW;Schreibwaren;Stifte;4
2003-10-16;16;10;2003;RP;Zeitschriften;Magazin;3
2003-10-16;16;10;2003;BW;Schreibwaren;Stifte;7
2003-10-16;16;10;2003;BW;Schreibwaren;Papier;8
2003-10-16;16;10;2003;BW;Schreibwaren;Stifte;7
2003-10-16;16;10;2003;BW;Zeitschriften;Tageszeitung;6
2003-10-16;16;10;2003;BW;Schreibwaren;Papier;6
2003-10-16;16;10;2003;BY;Schreibwaren;Stifte;8
2003-10-17;17;10;2003;HS;Zeitschriften;Tageszeitung;11
2003-10-17;17;10;2003;RP;Lebensmittel;Süsses;13
2003-10-17;17;10;2003;BW;Zeitschriften;Magazin;12
2003-10-17;17;10;2003;BY;Schreibwaren;Stifte;3
2003-10-17;17;10;2003;RP;Lebensmittel;Gebäck;10
2003-10-18;18;10;2003;RP;Schreibwaren;Stifte;7
2003-10-18;18;10;2003;HS;Lebensmittel;Gebäck;1
2003-10-18;18;10;2003;BY;Zeitschriften;Magazin;13
2003-10-18;18;10;2003;BY;Schreibwaren;Stifte;7
2003-10-18;18;10;2003;HS;Schreibwaren;Stifte;8
2003-10-18;18;10;2003;BY;Lebensmittel;Gebäck;2
2003-10-18;18;10;2003;HS;Schreibwaren;Papier;12
2003-10-18;18;10;2003;RP;Schreibwaren;Papier;8
2003-10-19;19;10;2003;BY;Lebensmittel;Gebäck;11
2003-10-19;19;10;2003;HS;Lebensmittel;Gebäck;9
2003-10-19;19;10;2003;HS;Zeitschriften;Magazin;7
2003-10-19;19;10;2003;HS;Lebensmittel;Süsses;7
2003-10-19;19;10;2003;HS;Zeitschriften;Magazin;4
2003-10-19;19;10;2003;BY;Lebensmittel;Süsses;11
2003-10-19;19;10;2003;HS;Zeitschriften;Tageszeitung;12
2003-10-19;19;10;2003;RP;Zeitschriften;Tageszeitung;5
2003-10-19;19;10;2003;HS;Schreibwaren;Papier;12
2003-10-19;19;10;2003;HS;Schreibwaren;Papier;6
2003-10-19;19;10;2003;BY;Zeitschriften;Magazin;4
2003-10-19;19;10;2003;RP;Zeitschriften;Tageszeitung;9
2003-10-20;20;10;2003;BY;Zeitschriften;Magazin;9
2003-10-20;20;10;2003;BY;Lebensmittel;Gebäck;4
2003-10-20;20;10;2003;BY;Schreibwaren;Stifte;9
2003-10-20;20;10;2003;HS;Lebensmittel;Gebäck;4
2003-10-20;20;10;2003;HS;Lebensmittel;Gebäck;10
2003-10-20;20;10;2003;HS;Zeitschriften;Magazin;6
2003-10-20;20;10;2003;RP;Lebensmittel;Gebäck;11
2003-10-20;20;10;2003;HS;Lebensmittel;Gebäck;11
2003-10-21;21;10;2003;RP;Schreibwaren;Stifte;1
2003-10-21;21;10;2003;BW;Lebensmittel;Gebäck;1
2003-10-21;21;10;2003;RP;Lebensmittel;Gebäck;1
2003-10-22;22;10;2003;HS;Lebensmittel;Gebäck;7
2003-10-22;22;10;2003;HS;Schreibwaren;Stifte;11
2003-10-22;22;10;2003;RP;Lebensmittel;Gebäck;1
2003-10-22;22;10;2003;RP;Zeitschriften;Tageszeitung;8
2003-10-23;23;10;2003;HS;Lebensmittel;Gebäck;8
2003-10-23;23;10;2003;RP;Schreibwaren;Papier;6
2003-10-23;23;10;2003;BY;Lebensmittel;Gebäck;4
2003-10-23;23;10;2003;BY;Lebensmittel;Süsses;6
2003-10-23;23;10;2003;BY;Lebensmittel;Gebäck;5
2003-10-23;23;10;2003;RP;Lebensmittel;Gebäck;9
2003-10-23;23;10;2003;BW;Lebensmittel;Gebäck;12
2003-10-23;23;10;2003;BY;Lebensmittel;Gebäck;10
2003-10-24;24;10;2003;BW;Schreibwaren;Stifte;9
2003-10-24;24;10;2003;BW;Schreibwaren;Papier;5
2003-10-24;24;10;2003;HS;Lebensmittel;Süsses;3
2003-10-24;24;10;2003;BW;Zeitschriften;Magazin;4
2003-10-25;25;10;2003;RP;Schreibwaren;Papier;7
2003-10-25;25;10;2003;BY;Lebensmittel;Gebäck;5
2003-10-25;25;10;2003;HS;Zeitschriften;Tageszeitung;10
2003-10-25;25;10;2003;BY;Lebensmittel;Süsses;10
2003-10-25;25;10;2003;BY;Lebensmittel;Süsses;5
2003-10-25;25;10;2003;RP;Zeitschriften;Magazin;7
2003-10-25;25;10;2003;HS;Zeitschriften;Tageszeitung;1
2003-10-25;25;10;2003;BY;Zeitschriften;Tageszeitung;8
2003-10-26;26;10;2003;RP;Zeitschriften;Magazin;13
2003-10-26;26;10;2003;BY;Schreibwaren;Papier;13
2003-10-26;26;10;2003;RP;Schreibwaren;Stifte;9
2003-10-26;26;10;2003;BY;Schreibwaren;Stifte;4
2003-10-26;26;10;2003;BW;Lebensmittel;Süsses;9
2003-10-26;26;10;2003;HS;Lebensmittel;Gebäck;9
2003-10-26;26;10;2003;HS;Lebensmittel;Süsses;4
2003-10-26;26;10;2003;HS;Lebensmittel;Gebäck;3
2003-10-26;26;10;2003;HS;Schreibwaren;Papier;5
2003-10-27;27;10;2003;BW;Schreibwaren;Papier;11
2003-10-27;27;10;2003;RP;Schreibwaren;Stifte;12
2003-10-27;27;10;2003;HS;Schreibwaren;Papier;13
2003-10-27;27;10;2003;HS;Lebensmittel;Gebäck;1
2003-10-28;28;10;2003;RP;Schreibwaren;Papier;5
2003-10-28;28;10;2003;BY;Lebensmittel;Gebäck;6
2003-10-28;28;10;2003;RP;Lebensmittel;Süsses;8
2003-10-28;28;10;2003;BY;Zeitschriften;Magazin;10
2003-10-28;28;10;2003;BY;Zeitschriften;Magazin;8
2003-10-28;28;10;2003;RP;Lebensmittel;Gebäck;11
2003-10-29;29;10;2003;HS;Zeitschriften;Magazin;2
2003-10-29;29;10;2003;BY;Lebensmittel;Gebäck;9
2003-10-29;29;10;2003;BW;Schreibwaren;Stifte;6
2003-10-29;29;10;2003;RP;Schreibwaren;Papier;7
2003-10-29;29;10;2003;RP;Zeitschriften;Magazin;8
2003-10-29;29;10;2003;RP;Lebensmittel;Gebäck;10
2003-10-29;29;10;2003;BY;Lebensmittel;Süsses;8
2003-10-30;30;10;2003;BW;Schreibwaren;Stifte;4
2003-10-30;30;10;2003;BW;Lebensmittel;Süsses;2
2003-10-30;30;10;2003;HS;Zeitschriften;Magazin;13
2003-10-30;30;10;2003;BY;Zeitschriften;Tageszeitung;3
2003-10-30;30;10;2003;HS;Schreibwaren;Papier;7
2003-10-30;30;10;2003;BY;Zeitschriften;Magazin;7
2003-10-30;30;10;2003;BY;Lebensmittel;Süsses;10
2003-10-30;30;10;2003;RP;Schreibwaren;Stifte;7
2003-10-30;30;10;2003;HS;Schreibwaren;Stifte;7
2003-10-31;31;10;2003;BW;Lebensmittel;Süsses;1
2003-10-31;31;10;2003;HS;Schreibwaren;Papier;9
2003-10-31;31;10;2003;RP;Schreibwaren;Papier;8
2003-10-31;31;10;2003;HS;Zeitschriften;Magazin;5
2003-10-31;31;10;2003;HS;Schreibwaren;Stifte;3
2003-10-31;31;10;2003;BW;Zeitschriften;Magazin;5
2003-10-31;31;10;2003;BW;Zeitschriften;Magazin;12
2003-11-01;1;11;2003;RP;Schreibwaren;Papier;6
2003-11-01;1;11;2003;RP;Zeitschriften;Magazin;13
2003-11-01;1;11;2003;HS;Lebensmittel;Süsses;12
2003-11-01;1;11;2003;RP;Schreibwaren;Stifte;6
2003-11-01;1;11;2003;HS;Lebensmittel;Süsses;10
2003-11-01;1;11;2003;BY;Schreibwaren;Stifte;2
2003-11-02;2;11;2003;BY;Lebensmittel;Süsses;6
2003-11-02;2;11;2003;RP;Schreibwaren;Stifte;13
2003-11-02;2;11;2003;BY;Lebensmittel;Süsses;10
2003-11-02;2;11;2003;BW;Zeitschriften;Magazin;11
2003-11-02;2;11;2003;HS;Schreibwaren;Stifte;10
2003-11-02;2;11;2003;HS;Lebensmittel;Süsses;11
2003-11-02;2;11;2003;BW;Lebensmittel;Süsses;3
2003-11-02;2;11;2003;BW;Zeitschriften;Magazin;13
2003-11-02;2;11;2003;RP;Lebensmittel;Süsses;13
2003-11-03;3;11;2003;RP;Schreibwaren;Stifte;11
2003-11-03;3;11;2003;RP;Schreibwaren;Stifte;2
2003-11-03;3;11;2003;HS;Zeitschriften;Magazin;8
2003-11-03;3;11;2003;BY;Lebensmittel;Gebäck;4
2003-11-04;4;11;2003;HS;Schreibwaren;Papier;5
2003-11-04;4;11;2003;RP;Schreibwaren;Stifte;3
2003-11-04;4;11;2003;RP;Schreibwaren;Stifte;13
2003-11-04;4;11;2003;BY;Schreibwaren;Stifte;12
2003-11-04;4;11;2003;BW;Zeitschriften;Magazin;4
2003-11-04;4;11;2003;BY;Schreibwaren;Stifte;11
2003-11-05;5;11;2003;BW;Schreibwaren;Papier;9
2003-11-05;5;11;2003;BY;Lebensmittel;Gebäck;9
